MajorArea,WORLD,More developed regions,Less developed regions,Least developed countries,Less developed regions excluding least developed countries,High-income countries,Middle-income countries,Upper-middle-income countries,Lower-middle-income countries,Low-income countries,Sub-Saharan Africa,AFRICA,Eastern Africa,Burundi,Comoros,Djibouti,Eritrea,Ethiopia,Kenya,Madagascar,Malawi,Mauritius,Mayotte,Mozambique,Reunion,Rwanda,Seychelles,Somalia,South Sudan,Uganda,United Republic of Tanzania,Zambia,Zimbabwe,Middle Africa,Angola,Cameroon,Central African Republic,Chad,Congo,Democratic Republic of the Congo,Equatorial Guinea,Gabon,Sao Tome and Principe,Northern Africa,Algeria,Egypt,Libya,Morocco,Sudan,Tunisia,Western Sahara,Southern Africa,Botswana,Lesotho,Namibia,South Africa,Swaziland,Western Africa,Benin,Burkina Faso,Cabo Verde,Côte d'Ivoire,Gambia,Ghana,Guinea,Guinea-Bissau,Liberia,Mali,Mauritania,Niger,Nigeria,Saint Helena,Senegal,Sierra Leone,Togo,ASIA,Central Asia,Kazakhstan,Kyrgyzstan,Tajikistan,Turkmenistan,Uzbekistan,Eastern Asia,China,China Hong Kong SAR,China Macao SAR,Dem. People's Republic of Korea,Japan,Mongolia,Republic of Korea,Southern Asia,Afghanistan,Bangladesh,Bhutan,India,Iran,Maldives,Nepal,Pakistan,Sri Lanka,South-Eastern Asia,Brunei Darussalam,Cambodia,Indonesia,Lao People's Democratic Republic,Malaysia,Myanmar,Philippines,Singapore,Thailand,Timor-Leste,Viet Nam,Western Asia,Armenia,Azerbaijan,Bahrain,Cyprus,Georgia,Iraq,Israel,Jordan,Kuwait,Lebanon,Oman,Qatar,Saudi Arabia,State of Palestine,Syrian Arab Republic,Turkey,United Arab Emirates,Yemen,EUROPE,Eastern Europe,Belarus,Bulgaria,Czechia,Hungary,Poland,Republic of Moldova,Romania,Russian Federation,Slovakia,Ukraine,Northern Europe,Channel Islands,Denmark,Estonia,Faeroe Islands,Finland,Iceland,Ireland,Isle of Man,Latvia,Lithuania,Norway,Sweden,United Kingdom,Southern Europe,Albania,Andorra,Bosnia and Herzegovina,Croatia,Gibraltar,Greece,Holy See,Italy,Malta,Montenegro,Portugal,San Marino,Serbia,Slovenia,Spain,TFYR Macedonia,Western Europe,Austria,Belgium,France,Germany,Liechtenstein,Luxembourg,Monaco,Netherlands,Switzerland,LATIN AMERICA AND THE CARIBBEAN,Caribbean,Anguilla,Antigua and Barbuda,Aruba,Bahamas,Barbados,British Virgin Islands,Caribbean Netherlands,Cayman Islands,Cuba,Curacao,Dominica,Dominican Republic,Grenada,Guadeloupe,Haiti,Jamaica,Martinique,Montserrat,Puerto Rico,Saint Kitts and Nevis,Saint Lucia,Saint Vincent and the Grenadines,Sint Maarten,Trinidad and Tobago,Turks and Caicos Islands,United States Virgin Islands,Central America,Belize,Costa Rica,El Salvador,Guatemala,Honduras,Mexico,Nicaragua,Panama,South America,Argentina,Bolivia,Brazil,Chile,Colombia,Ecuador,Falkland Islands,French Guiana,Guyana,Paraguay,Peru,Suriname,Uruguay,Venezuela,NORTHERN AMERICA,Bermuda,Canada,Greenland,Saint Pierre and Miquelon,United States of America,OCEANIA,Australia/New Zealand,Australia,New Zealand,Melanesia,Fiji,New Caledonia,Papua New Guinea,Solomon Islands,Vanuatu,Micronesia,Guam,Kiribati,Marshall Islands,Micronesia,Nauru,Northern Mariana Islands,Palau,Polynesia,American Samoa,Cook Islands,French Polynesia,Niue,Samoa,Tokelau,Tonga,Tuvalu,Wallis and Futuna Islands,Year
Curacao,68289.0,60529.0,7760.0,0.0,7760.0,64261.0,411.0,259.0,152.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60419.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60419.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60419.0,0.0,7760.0,7497.0,0.0,18.0,2334.0,0.0,0.0,0.0,3617.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,148.0,1368.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,237.0,0.0,152.0,0.0,0.0,85.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110.0,110.0,110.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2010
Cyprus,163040.0,147838.0,15202.0,8.0,15194.0,146662.0,16370.0,15743.0,627.0,8.0,4224.0,4305.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,81.0,0.0,81.0,0.0,0.0,0.0,0.0,0.0,4216.0,0.0,0.0,0.0,4216.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10822.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,247.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,247.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10575.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,297.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10278.0,0.0,0.0,106444.0,1667.0,0.0,234.0,80.0,277.0,216.0,0.0,70.0,703.0,87.0,0.0,76787.0,0.0,158.0,13.0,0.0,127.0,5.0,282.0,0.0,22.0,33.0,121.0,528.0,75498.0,24185.0,0.0,0.0,0.0,0.0,0.0,22974.0,0.0,650.0,42.0,0.0,26.0,0.0,177.0,7.0,309.0,0.0,3805.0,277.0,311.0,952.0,1498.0,0.0,63.0,0.0,382.0,322.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,47.0,2.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,20024.0,0.0,3780.0,0.0,0.0,16244.0,21370.0,21370.0,21370.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2010
Czechia,796724.0,789169.0,7555.0,0.0,7555.0,775574.0,21150.0,20663.0,487.0,0.0,1786.0,1976.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,190.0,0.0,190.0,0.0,0.0,0.0,0.0,0.0,1786.0,0.0,0.0,76.0,1710.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1943.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1928.0,0.0,0.0,0.0,720.0,32.0,0.0,0.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1121.0,0.0,0.0,677597.0,92794.0,91.0,885.0,0.0,1600.0,4680.0,150.0,597.0,11047.0,73744.0,0.0,47617.0,0.0,899.0,67.0,0.0,605.0,158.0,5953.0,0.0,249.0,94.0,1354.0,1203.0,37035.0,25927.0,0.0,0.0,0.0,943.0,0.0,4710.0,0.0,10401.0,76.0,115.0,218.0,0.0,526.0,348.0,8540.0,50.0,511259.0,47022.0,2601.0,8419.0,439737.0,54.0,907.0,0.0,407.0,12112.0,3636.0,218.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,190.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,362.0,0.0,0.0,0.0,0.0,0.0,329.0,0.0,33.0,3056.0,1787.0,45.0,443.0,89.0,37.0,217.0,0.0,0.0,0.0,0.0,84.0,0.0,0.0,354.0,96828.0,0.0,20390.0,0.0,0.0,76438.0,14744.0,14744.0,13640.0,1104.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2010
Dem. People's Republic of Korea,103496.0,34187.0,69309.0,205.0,69104.0,23709.0,79629.0,69642.0,9987.0,158.0,473.0,570.0,155.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,155.0,0.0,0.0,0.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.0,0.0,97.0,0.0,97.0,0.0,0.0,0.0,0.0,0.0,220.0,0.0,0.0,101.0,119.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,67814.0,60091.0,57915.0,2013.0,163.0,0.0,0.0,512.0,0.0,0.0,0.0,0.0,0.0,512.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6958.0,0.0,47.0,0.0,0.0,0.0,0.0,5665.0,0.0,0.0,0.0,1246.0,253.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,190.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,33527.0,10541.0,57.0,34.0,25.0,0.0,0.0,0.0,0.0,10425.0,0.0,0.0,17276.0,0.0,353.0,6.0,0.0,3.0,0.0,128.0,0.0,14.0,0.0,42.0,87.0,16643.0,357.0,0.0,0.0,0.0,0.0,0.0,36.0,0.0,125.0,0.0,0.0,65.0,0.0,0.0,28.0,103.0,0.0,5353.0,2405.0,17.0,56.0,2419.0,0.0,0.0,0.0,30.0,426.0,925.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110.0,0.0,36.0,0.0,0.0,45.0,29.0,0.0,0.0,815.0,14.0,9.0,143.0,3.0,187.0,334.0,0.0,0.0,0.0,0.0,81.0,0.0,0.0,44.0,340.0,0.0,340.0,0.0,0.0,0.0,320.0,320.0,320.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2010
Democratic Republic of the Congo,1226680.0,180565.0,1046115.0,746327.0,299788.0,181289.0,371627.0,37758.0,333869.0,673764.0,1044558.0,1045066.0,679669.0,137611.0,0.0,0.0,1659.0,83.0,5531.0,0.0,2237.0,0.0,0.0,2250.0,0.0,214283.0,0.0,0.0,67795.0,166901.0,60386.0,20933.0,0.0,311563.0,30944.0,3265.0,19723.0,247.0,252142.0,0.0,0.0,5242.0,0.0,21057.0,0.0,123.0,385.0,0.0,20549.0,0.0,0.0,32026.0,2552.0,0.0,3183.0,26150.0,141.0,751.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,137.0,0.0,0.0,0.0,0.0,0.0,589.0,817.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,15.0,0.0,0.0,770.0,0.0,0.0,0.0,730.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,139807.0,95.0,0.0,14.0,55.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,22672.0,0.0,621.0,2.0,0.0,1090.0,2.0,51.0,0.0,0.0,0.0,147.0,2091.0,18668.0,9527.0,0.0,0.0,0.0,0.0,0.0,222.0,0.0,6086.0,0.0,0.0,1603.0,0.0,0.0,2.0,1614.0,0.0,107513.0,599.0,17966.0,70928.0,7060.0,0.0,96.0,0.0,5018.0,5846.0,232.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,125.0,0.0,3.0,0.0,0.0,0.0,78.0,44.0,0.0,107.0,0.0,3.0,96.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38278.0,0.0,18445.0,0.0,0.0,19833.0,2480.0,2480.0,2480.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2010
Denmark,237154.0,224657.0,12497.0,220.0,12277.0,225927.0,11043.0,9896.0,1147.0,184.0,2763.0,3730.0,182.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,182.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,967.0,0.0,284.0,683.0,0.0,0.0,0.0,0.0,2579.0,297.0,0.0,113.0,2169.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7180.0,137.0,0.0,0.0,137.0,0.0,0.0,499.0,0.0,0.0,0.0,0.0,499.0,0.0,0.0,36.0,0.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,1029.0,0.0,0.0,0.0,0.0,0.0,0.0,436.0,0.0,593.0,0.0,0.0,5479.0,0.0,0.0,0.0,180.0,0.0,0.0,1858.0,113.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3328.0,0.0,0.0,160821.0,2316.0,190.0,60.0,266.0,364.0,926.0,0.0,84.0,227.0,199.0,0.0,100004.0,0.0,0.0,135.0,3341.0,905.0,2967.0,959.0,0.0,288.0,354.0,22651.0,46174.0,22230.0,16389.0,0.0,121.0,0.0,101.0,0.0,958.0,0.0,3237.0,122.0,93.0,349.0,0.0,188.0,49.0,11171.0,0.0,42112.0,1213.0,2992.0,5991.0,21013.0,15.0,2535.0,0.0,3242.0,5111.0,2086.0,57.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,490.0,0.0,63.0,0.0,0.0,0.0,252.0,49.0,126.0,1539.0,244.0,92.0,489.0,142.0,85.0,126.0,0.0,0.0,0.0,0.0,225.0,0.0,0.0,136.0,51261.0,36.0,14720.0,5083.0,0.0,31422.0,12076.0,12076.0,10620.0,1456.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2010
Djibouti,13531.0,8888.0,4643.0,3025.0,1618.0,8890.0,1616.0,1267.0,349.0,3025.0,3025.0,4638.0,3025.0,0.0,0.0,0.0,0.0,3025.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1613.0,0.0,349.0,1264.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7458.0,6.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,591.0,0.0,22.0,0.0,0.0,6.0,1.0,1.0,0.0,0.0,0.0,34.0,93.0,434.0,153.0,0.0,0.0,0.0,0.0,0.0,41.0,0.0,89.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,6708.0,6.0,439.0,6075.0,0.0,0.0,0.0,0.0,102.0,86.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1330.0,0.0,1330.0,0.0,0.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2010
Dominica,73292.0,52571.0,20721.0,0.0,20721.0,67089.0,696.0,693.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13982.0,3.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6163.0,0.0,11.0,0.0,0.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,46.0,6100.0,1291.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,337.0,0.0,0.0,0.0,0.0,0.0,0.0,935.0,0.0,6525.0,43.0,27.0,5956.0,0.0,0.0,116.0,0.0,72.0,311.0,20721.0,19937.0,0.0,4462.0,102.0,69.0,321.0,1098.0,20.0,0.0,0.0,99.0,0.0,14.0,74.0,4215.0,0.0,140.0,408.0,265.0,1215.0,195.0,217.0,83.0,1435.0,0.0,0.0,5505.0,54.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,49.0,730.0,4.0,3.0,21.0,18.0,46.0,0.0,0.0,599.0,37.0,0.0,0.0,0.0,0.0,2.0,38579.0,0.0,3045.0,0.0,0.0,35534.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2010
Dominican Republic,1187731.0,1067776.0,119955.0,4426.0,115529.0,1154218.0,26209.0,25785.0,424.0,4426.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,215455.0,110.0,0.0,20.0,32.0,36.0,21.0,0.0,1.0,0.0,0.0,0.0,2718.0,0.0,129.0,1.0,0.0,127.0,21.0,10.0,0.0,1.0,0.0,563.0,543.0,1323.0,180056.0,0.0,0.0,0.0,0.0,0.0,601.0,0.0,42262.0,0.0,0.0,59.0,0.0,0.0,158.0,136976.0,0.0,32571.0,2672.0,658.0,3227.0,8972.0,64.0,35.0,0.0,7792.0,9151.0,119943.0,93757.0,610.0,1678.0,4113.0,269.0,0.0,1526.0,1198.0,61.0,125.0,5259.0,0.0,0.0,0.0,913.0,4426.0,0.0,134.0,23.0,63981.0,0.0,46.0,0.0,3403.0,0.0,1354.0,4638.0,9902.0,0.0,1082.0,69.0,95.0,96.0,1603.0,64.0,6893.0,16284.0,682.0,100.0,309.0,169.0,359.0,243.0,0.0,0.0,0.0,0.0,168.0,0.0,0.0,14254.0,852191.0,21.0,8450.0,0.0,0.0,843720.0,130.0,130.0,130.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2010
Ecuador,1153899.0,1068457.0,85442.0,0.0,85442.0,1091274.0,62625.0,60606.0,2019.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,462.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,452.0,0.0,0.0,0.0,0.0,0.0,0.0,452.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,617663.0,512.0,0.0,12.0,77.0,112.0,47.0,0.0,0.0,236.0,28.0,0.0,11651.0,0.0,545.0,7.0,0.0,160.0,25.0,38.0,0.0,0.0,0.0,585.0,1903.0,8388.0,585541.0,0.0,0.0,0.0,0.0,0.0,89.0,0.0,88314.0,0.0,0.0,394.0,0.0,0.0,78.0,496666.0,0.0,19959.0,565.0,2607.0,3824.0,6865.0,0.0,0.0,0.0,1798.0,4300.0,84968.0,1653.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,63.0,0.0,0.0,551.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6423.0,0.0,1253.0,118.0,145.0,328.0,2201.0,103.0,2275.0,76892.0,952.0,861.0,1715.0,22016.0,13284.0,0.0,0.0,0.0,0.0,0.0,3691.0,0.0,0.0,34373.0,448844.0,0.0,13635.0,0.0,0.0,435209.0,1950.0,1950.0,1950.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2010
