Year,Major area,1990,1995,2000,2005,2010,2015,2017
1990,Channel Islands,140671,144046,148725,154294,159581,163758,165314
1990,Denmark,5141115,5232704,5341194,5421702,5554844,5688695,5733551
1990,Estonia,1565242,1433024,1399112,1355648,1332102,1315321,1309632
1990,Faeroe Islands,47594,46040,47258,48285,48550,48965,49290
1990,Finland,4996222,5119005,5187954,5258927,5365782,5481966,5523231
1990,Iceland,255043,267629,280435,294979,320328,330243,335025
1990,Ireland,3569257,3651545,3848776,4212977,4626928,4700107,4761657
1990,Isle of Man,68429,70070,72554,76118,80072,83167,84287
1990,Latvia,2664432,2508473,2384163,2251983,2118848,1992663,1949670
1990,Lithuania,3696034,3626602,3501835,3344252,3123803,2931926,2890297
1990,Norway,4247285,4366995,4499367,4632364,4885878,5199836,5305383
1990,Sweden,8567384,8836420,8881640,9038623,9390168,9763565,9910701
1990,United Kingdom,57183331,57978321,58950848,60286754,63306843,65397080,66181585
1990,Southern Europe,143764632,144632256,145657350,150392512,153943085,152440653,151989290
1990,Albania,3281454,3106736,3121970,3079179,2940525,2923352,2930187
1990,Andorra,54509,63850,65390,78867,84449,78014,76965
1990,Bosnia and Herzegovina,4463422,3843712,3766706,3781530,3722084,3535961,3507017
1990,Croatia,4776372,4616763,4428072,4378057,4328153,4236016,4189353
1990,Gibraltar,29164,30147,31180,32085,33189,34228,34571
1990,Greece,10248537,10789375,11142119,11301204,11446005,11217800,11159773
1990,Holy See,768,780,785,798,794,803,792
1990,Italy,57127120,57255193,57293721,58808483,59729807,59504212,59359900
1990,Malta,364431,380305,396668,406787,416110,427616,430835
1990,Montenegro,615002,620414,613560,616388,624285,628178,628960
1990,Portugal,9953327,10149735,10355117,10565723,10652321,10418473,10329506
1990,San Marino,24043,25877,27418,29240,31110,32960,33400
1990,Serbia,9517674,9884147,9487615,9214986,9029716,8851280,8790574
1990,Slovenia,2006479,1991472,1988499,1996281,2045168,2074788,2079976
1990,Spain,39306102,39890498,40903711,44042632,46788630,46397664,46354321
1990,TFYR Macedonia,1996228,1983252,2034819,2060272,2070739,2079308,2083160
1990,Western Europe,175889969,180614870,183042176,186009623,188366087,192032306,193430576
1990,Austria,7723949,7990121,8069276,8253650,8409949,8678657,8735453
1990,Belgium,10006544,10186305,10282033,10546886,10938739,11287940,11429336
1990,France,56960835,58241791,59608201,61233900,63026740,64457201,64979548
1990,Germany,79118326,81240604,81487757,81671234,80894785,81707789,82114224
1990,Liechtenstein,28747,30833,33286,34852,36003,37403,37922
1990,Luxembourg,381791,408149,436103,457842,507889,566741,583455
1990,Monaco,29439,30691,32082,33793,37094,38307,38695
1990,Netherlands,14965448,15467851,15926188,16367158,16682917,16938499,17035938
1990,Switzerland,6674890,7018525,7167250,7410308,7831971,8319769,8476005
1990,LATIN AMERICA AND THE CARIBBEAN,445919209,486862562,525794973,561655871,597561530,632380831,645593253
1990,Caribbean,34237274,36423237,38403986,40115790,41724731,43309611,43883319
1990,Anguilla,8334,9802,11070,12638,13769,14611,14909
