,MajorArea,WORLD,More developed regions,Less developed regions,Least developed countries,Less developed regions excluding least developed countries,High-income countries,Middle-income countries,Upper-middle-income countries,Lower-middle-income countries,Low-income countries,Sub-Saharan Africa,AFRICA,Eastern Africa,Burundi,Comoros,Djibouti,Eritrea,Ethiopia,Kenya,Madagascar,Malawi,Mauritius,Mayotte,Mozambique,Reunion,Rwanda,Seychelles,Somalia,South Sudan,Uganda,Tanzania,Zambia,Zimbabwe,Middle Africa,Angola,Cameroon,Central African Republic,Chad,Congo,Democratic Republic of the Congo,Equatorial Guinea,Gabon,Sao Tome and Principe,Northern Africa,Algeria,Egypt,Libya,Morocco,Sudan,Tunisia,Western Sahara,Southern Africa,Botswana,Lesotho,Namibia,South Africa,Swaziland,Western Africa,Benin,Burkina Faso,Cabo Verde,Cote d'Ivoire,Gambia,Ghana,Guinea,Guinea-Bissau,Liberia,Mali,Mauritania,Niger,Nigeria,Saint Helena,Senegal,Sierra Leone,Togo,ASIA,Central Asia,Kazakhstan,Kyrgyzstan,Tajikistan,Turkmenistan,Uzbekistan,Eastern Asia,China,China Hong Kong SAR,China Macao SAR,North Korea,Japan,Mongolia,South Korea,Southern Asia,Afghanistan,Bangladesh,Bhutan,India,Iran,Maldives,Nepal,Pakistan,Sri Lanka,South-Eastern Asia,Brunei Darussalam,Cambodia,Indonesia,Lao People's Democratic Republic,Malaysia,Myanmar,Philippines,Singapore,Thailand,Timor-Leste,Viet Nam,Western Asia,Armenia,Azerbaijan,Bahrain,Cyprus,Georgia,Iraq,Israel,Jordan,Kuwait,Lebanon,Oman,Qatar,Saudi Arabia,State of Palestine,Syrian Arab Republic,Turkey,United Arab Emirates,Yemen,EUROPE,Eastern Europe,Belarus,Bulgaria,Czechia,Hungary,Poland,Republic of Moldova,Romania,Russian Federation,Slovakia,Ukraine,Northern Europe,Channel Islands,Denmark,Estonia,Faeroe Islands,Finland,Iceland,Ireland,Isle of Man,Latvia,Lithuania,Norway,Sweden,United Kingdom,Southern Europe,Albania,Andorra,Bosnia and Herzegovina,Croatia,Gibraltar,Greece,Holy See,Italy,Malta,Montenegro,Portugal,San Marino,Serbia,Slovenia,Spain,TFYR Macedonia,Western Europe,Austria,Belgium,France,Germany,Liechtenstein,Luxembourg,Monaco,Netherlands,Switzerland,LATIN AMERICA AND THE CARIBBEAN,Caribbean,Anguilla,Antigua and Barbuda,Aruba,Bahamas,Barbados,British Virgin Islands,Caribbean Netherlands,Cayman Islands,Cuba,Curacao,Dominica,Dominican Republic,Grenada,Guadeloupe,Haiti,Jamaica,Martinique,Montserrat,Puerto Rico,Saint Kitts and Nevis,Saint Lucia,Saint Vincent and the Grenadines,Sint Maarten,Trinidad and Tobago,Turks and Caicos Islands,United States Virgin Islands,Central America,Belize,Costa Rica,El Salvador,Guatemala,Honduras,Mexico,Nicaragua,Panama,South America,Argentina,Bolivia,Brazil,Chile,Colombia,Ecuador,Falkland Islands,French Guiana,Guyana,Paraguay,Peru,Suriname,Uruguay,Venezuela,NORTHERN AMERICA,Bermuda,Canada,Greenland,Saint Pierre and Miquelon,USA,OCEANIA,Australia/New Zealand,Australia,New Zealand,Melanesia,Fiji,New Caledonia,Papua New Guinea,Solomon Islands,Vanuatu,Micronesia,Guam,Kiribati,Marshall Islands,Micronesia.1,Nauru,Northern Mariana Islands,Palau,Polynesia,American Samoa,Cook Islands,French Polynesia,Niue,Samoa,Tokelau,Tonga,Tuvalu,Wallis and Futuna Islands,Year
989,Cote d'Ivoire,782050,158202,623848,593578,30270,158095,30943,4034,26909,593012,622217,623466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2030,33,0,0,0,0,0,0,1997,0,1249,0,216,529,0,0,504,0,1022,0,0,30,992,0,619165,11719,517165,7,0,0,25613,12219,0,26335,18672,533,1186,0,0,2642,67,3007,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130646,211,0,5,74,24,0,0,0,108,0,0,9225,0,419,1,0,111,3,130,0,2,0,285,676,7598,28975,0,0,0,0,0,122,0,25551,0,0,114,0,0,1,3187,0,92235,183,1981,83144,3265,0,0,0,1093,2569,367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,3,0,0,0,25,0,0,339,1,3,329,6,0,0,0,0,0,0,0,0,0,0,27086,0,5570,0,0,21516,470,470,470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010
990,Croatia,861928,858047,3881,0,3881,539493,322435,322246,189,0,858,955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,0,97,0,0,0,0,0,858,0,0,0,858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,367,0,0,0,89,0,0,0,59,0,0,0,0,0,0,0,219,0,0,661448,5614,0,80,1396,2345,815,0,0,314,664,0,18653,0,751,13,25,173,150,495,0,6,0,2742,6260,8038,404097,0,0,12849,0,0,455,0,24705,68,14529,72,0,289781,58624,1691,1323,233084,34205,804,9334,169476,130,413,0,200,18522,2559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162,0,24,0,0,0,52,0,86,2397,983,33,567,233,53,56,0,0,0,0,85,0,0,387,126197,0,80030,0,0,46167,70402,70402,68500,1902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010
991,Cuba,1310867,1239560,71307,4198,67109,1254090,52649,48516,4133,4088,4395,4395,39,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,403,0,0,0,0,403,0,0,0,0,0,0,0,0,0,0,0,0,1996,0,0,680,1316,0,1957,0,0,82,0,0,0,1875,0,0,0,0,0,0,0,0,0,0,203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,0,0,0,0,0,0,0,0,0,110,0,93,0,0,0,38,12,0,0,0,0,0,0,0,0,0,0,43,0,0,170181,3805,43,247,366,613,234,0,4,2185,113,0,6350,0,433,19,0,359,35,81,0,57,0,720,2273,2373,138529,0,0,0,0,0,374,0,33463,0,0,1431,0,30,42,103189,0,21497,752,600,4419,11753,0,21,0,1179,2773,66709,22861,0,19,0,370,56,0,40,695,0,215,10,3639,0,0,2213,1830,0,0,12882,0,23,0,795,74,0,0,21902,0,5669,123,574,436,11822,873,2405,21946,1102,1520,2059,1856,1699,2059,0,0,0,0,838,0,0,10813,1068599,30,13340,0,0,1055229,780,780,780,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010
992,Curacao,68289,60529,7760,0,7760,64261,411,259,152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60419,0,0,0,0,0,0,0,60419,0,7760,7497,0,18,2334,0,0,0,3617,12,0,0,0,0,0,0,0,0,0,0,0,0,0,148,1368,0,0,0,26,0,0,0,0,0,0,0,26,237,0,152,0,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,110,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010
993,Cyprus,163040,147838,15202,8,15194,146662,16370,15743,627,8,4224,4305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,8,0,0,0,0,0,0,81,0,81,0,0,0,0,0,4216,0,0,0,4216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,247,0,0,0,0,0,0,0,0,247,0,0,0,0,0,0,0,0,0,0,0,0,10575,0,0,0,0,0,0,0,297,0,0,0,0,0,0,0,10278,0,0,106444,1667,0,234,80,277,216,0,70,703,87,0,76787,0,158,13,0,127,5,282,0,22,33,121,528,75498,24185,0,0,0,0,0,22974,0,650,42,0,26,0,177,7,309,0,3805,277,311,952,1498,0,63,0,382,322,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,72,47,2,0,8,0,0,0,0,0,0,0,0,0,15,20024,0,3780,0,0,16244,21370,21370,21370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010
994,Czechia,796724,789169,7555,0,7555,775574,21150,20663,487,0,1786,1976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,190,0,190,0,0,0,0,0,1786,0,0,76,1710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1943,0,0,0,0,0,0,15,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1928,0,0,0,720,32,0,0,55,0,0,0,0,0,0,0,1121,0,0,677597,92794,91,885,0,1600,4680,150,597,11047,73744,0,47617,0,899,67,0,605,158,5953,0,249,94,1354,1203,37035,25927,0,0,0,943,0,4710,0,10401,76,115,218,0,526,348,8540,50,511259,47022,2601,8419,439737,54,907,0,407,12112,3636,218,0,0,0,0,0,0,0,0,190,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,362,0,0,0,0,0,329,0,33,3056,1787,45,443,89,37,217,0,0,0,0,84,0,0,354,96828,0,20390,0,0,76438,14744,14744,13640,1104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010
995,North Korea,103496,34187,69309,205,69104,23709,79629,69642,9987,158,473,570,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155,0,0,0,95,0,0,0,0,0,0,0,95,0,97,0,97,0,0,0,0,0,220,0,0,101,119,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,67814,60091,57915,2013,163,0,0,512,0,0,0,0,0,512,0,0,0,0,0,0,0,0,0,0,0,6958,0,47,0,0,0,0,5665,0,0,0,1246,253,0,0,0,35,0,0,0,190,0,0,0,0,0,0,0,28,0,0,33527,10541,57,34,25,0,0,0,0,10425,0,0,17276,0,353,6,0,3,0,128,0,14,0,42,87,16643,357,0,0,0,0,0,36,0,125,0,0,65,0,0,28,103,0,5353,2405,17,56,2419,0,0,0,30,426,925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,0,36,0,0,45,29,0,0,815,14,9,143,3,187,334,0,0,0,0,81,0,0,44,340,0,340,0,0,0,320,320,320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010
996,Democratic Republic of the Congo,1226680,180565,1046115,746327,299788,181289,371627,37758,333869,673764,1044558,1045066,679669,137611,0,0,1659,83,5531,0,2237,0,0,2250,0,214283,0,0,67795,166901,60386,20933,0,311563,30944,3265,19723,247,252142,0,0,5242,0,21057,0,123,385,0,20549,0,0,32026,2552,0,3183,26150,141,751,0,0,0,0,0,25,0,0,0,0,137,0,0,0,0,0,589,817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,32,0,15,0,0,770,0,0,0,730,0,0,0,0,0,0,0,0,0,0,0,40,0,0,139807,95,0,14,55,26,0,0,0,0,0,0,22672,0,621,2,0,1090,2,51,0,0,0,147,2091,18668,9527,0,0,0,0,0,222,0,6086,0,0,1603,0,0,2,1614,0,107513,599,17966,70928,7060,0,96,0,5018,5846,232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125,0,3,0,0,0,78,44,0,107,0,3,96,8,0,0,0,0,0,0,0,0,0,0,38278,0,18445,0,0,19833,2480,2480,2480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010
997,Denmark,237154,224657,12497,220,12277,225927,11043,9896,1147,184,2763,3730,182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,182,0,0,0,2,0,0,2,0,0,0,0,0,0,967,0,284,683,0,0,0,0,2579,297,0,113,2169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7180,137,0,0,137,0,0,499,0,0,0,0,499,0,0,36,0,0,36,0,0,0,0,0,0,1029,0,0,0,0,0,0,436,0,593,0,0,5479,0,0,0,180,0,0,1858,113,0,0,0,0,0,0,0,3328,0,0,160821,2316,190,60,266,364,926,0,84,227,199,0,100004,0,0,135,3341,905,2967,959,0,288,354,22651,46174,22230,16389,0,121,0,101,0,958,0,3237,122,93,349,0,188,49,11171,0,42112,1213,2992,5991,21013,15,2535,0,3242,5111,2086,57,0,0,0,15,0,0,0,18,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,490,0,63,0,0,0,252,49,126,1539,244,92,489,142,85,126,0,0,0,0,225,0,0,136,51261,36,14720,5083,0,31422,12076,12076,10620,1456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010
998,Djibouti,13531,8888,4643,3025,1618,8890,1616,1267,349,3025,3025,4638,3025,0,0,0,0,3025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1613,0,349,1264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7458,6,0,3,3,0,0,0,0,0,0,0,591,0,22,0,0,6,1,1,0,0,0,34,93,434,153,0,0,0,0,0,41,0,89,0,0,0,0,0,0,23,0,6708,6,439,6075,0,0,0,0,102,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1330,0,1330,0,0,0,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010
999,Dominica,73292,52571,20721,0,20721,67089,696,693,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13982,3,0,1,2,0,0,0,0,0,0,0,6163,0,11,0,0,3,2,1,0,0,0,0,46,6100,1291,0,0,0,0,0,19,0,337,0,0,0,0,0,0,935,0,6525,43,27,5956,0,0,116,0,72,311,20721,19937,0,4462,102,69,321,1098,20,0,0,99,0,14,74,4215,0,140,408,265,1215,195,217,83,1435,0,0,5505,54,0,5,0,0,0,0,0,49,730,4,3,21,18,46,0,0,599,37,0,0,0,0,2,38579,0,3045,0,0,35534,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010
1000,Dominican Republic,1187731,1067776,119955,4426,115529,1154218,26209,25785,424,4426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,215455,110,0,20,32,36,21,0,1,0,0,0,2718,0,129,1,0,127,21,10,0,1,0,563,543,1323,180056,0,0,0,0,0,601,0,42262,0,0,59,0,0,158,136976,0,32571,2672,658,3227,8972,64,35,0,7792,9151,119943,93757,610,1678,4113,269,0,1526,1198,61,125,5259,0,0,0,913,4426,0,134,23,63981,0,46,0,3403,0,1354,4638,9902,0,1082,69,95,96,1603,64,6893,16284,682,100,309,169,359,243,0,0,0,0,168,0,0,14254,852191,21,8450,0,0,843720,130,130,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010
1001,Ecuador,1153899,1068457,85442,0,85442,1091274,62625,60606,2019,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,452,0,0,0,0,0,0,452,0,0,0,0,10,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,617663,512,0,12,77,112,47,0,0,236,28,0,11651,0,545,7,0,160,25,38,0,0,0,585,1903,8388,585541,0,0,0,0,0,89,0,88314,0,0,394,0,0,78,496666,0,19959,565,2607,3824,6865,0,0,0,1798,4300,84968,1653,0,0,0,40,0,0,0,0,63,0,0,551,0,0,0,0,0,0,999,0,0,0,0,0,0,0,6423,0,1253,118,145,328,2201,103,2275,76892,952,861,1715,22016,13284,0,0,0,0,0,3691,0,0,34373,448844,0,13635,0,0,435209,1950,1950,1950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010
1002,Egypt,2611995,496468,2115527,31015,2084512,2279466,327198,144233,182965,5331,24563,45483,5451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5287,0,0,164,0,44,0,0,44,0,0,0,0,0,0,35595,0,0,18630,1410,14675,880,0,4137,0,0,174,3963,0,256,0,0,0,0,0,32,0,0,0,0,224,0,0,0,0,0,0,2067469,0,0,0,0,0,0,1593,0,0,0,0,1593,0,0,160,0,0,0,0,0,32,0,0,128,158,0,0,0,0,0,0,158,0,0,0,0,2065558,0,0,67374,5533,0,14326,20459,135994,168272,99001,30361,136060,603000,18633,0,766,755158,10621,264564,3079,0,126,478,777,469,0,39,1041,149,0,37171,0,1547,41,0,833,27,521,0,42,56,728,3391,29985,145536,0,0,0,245,0,30056,0,108471,436,0,370,0,79,13,4053,1813,78778,12732,1229,28600,18891,0,24,0,11824,5478,4168,74,0,9,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,296,0,11,0,28,0,195,0,62,3798,237,18,3089,50,131,58,0,0,0,0,19,0,0,196,187128,0,49935,0,0,137193,43183,43183,41870,1313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010
1003,El Salvador,1337703,1274701,63002,0,63002,1276242,61461,35891,25570,0,0,828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,828,0,200,628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27623,31,0,7,11,13,0,0,0,0,0,0,3811,0,74,2,0,50,11,26,0,0,0,156,2646,846,20542,0,0,0,0,0,53,0,12462,0,0,76,0,0,0,7951,0,3239,58,95,1030,1077,0,0,0,347,632,62162,1782,0,0,0,67,0,0,0,0,0,0,0,253,0,0,0,135,0,0,1327,0,0,0,0,0,0,0,58046,7486,13688,0,16691,6303,8864,2267,2747,2334,73,109,226,142,358,359,0,0,0,0,100,0,0,967,1236078,0,43655,0,0,1192423,11000,11000,11000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010
1004,Equatorial Guinea,78268,22907,55361,260,55101,22806,55367,51324,4043,95,55305,55305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55210,0,2688,0,0,1190,0,0,51167,165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22852,102,0,0,0,0,0,0,0,102,0,0,324,0,0,0,0,9,3,0,0,0,0,0,33,279,21963,0,0,0,0,0,1,0,121,0,0,194,0,0,95,21552,0,463,9,18,361,0,0,0,0,38,37,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,55,1,0,0,0,0,0,0,0,0,0,0,55,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010
1005,Eritrea,278086,102353,175733,146396,29337,126550,138245,3084,135161,13291,147358,149616,14680,0,0,0,0,6354,1389,0,0,0,0,0,0,0,0,37,3410,3490,0,0,0,0,0,0,0,0,0,0,0,0,0,134445,0,499,1759,0,132187,0,0,491,0,0,0,491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26089,0,0,1448,5,0,804,0,168,4114,0,0,2401,0,0,0,0,16231,918,66944,42,0,3,3,11,25,0,0,0,0,0,31103,0,220,0,0,67,3,37,0,0,0,4839,8996,16941,14515,0,0,0,0,0,297,0,13591,487,0,0,0,0,0,140,0,21284,89,116,590,11840,0,0,0,1081,7568,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,1,0,0,0,0,0,0,0,0,0,27,32319,0,7750,0,0,24569,3090,3090,3090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010
1006,Estonia,161840,158866,2974,0,2974,87924,73916,62934,10982,0,124,149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,25,0,0,0,0,0,124,0,0,0,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2460,1696,1046,650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,764,0,509,0,30,114,0,0,0,0,0,0,0,0,0,0,111,0,0,142101,71498,3099,57,129,126,206,0,0,57651,42,10188,54801,0,1089,0,0,26176,139,2686,0,3442,958,1999,9979,8333,2908,0,0,0,20,0,137,0,1382,0,0,112,0,0,3,1254,0,12894,319,696,840,9484,2,526,0,525,502,365,15,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,347,49,5,180,28,20,0,0,0,0,0,16,0,0,49,14515,0,4090,0,0,10425,2250,2250,2250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010
1007,Ethiopia,623562,300358,323204,97582,225622,495976,116003,4998,111005,11583,120417,122655,46815,0,0,11141,107,0,24091,0,0,0,0,0,0,0,0,1882,8605,989,0,0,0,0,0,0,0,0,0,0,0,0,0,72915,0,614,1624,0,70677,0,0,2900,0,0,211,2663,26,25,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,200303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,200301,0,0,826,86,0,0,78029,172,2897,0,0,1846,102910,0,0,78,9276,4181,112989,614,23,51,72,132,45,0,0,266,25,0,36602,0,1686,4,27,1576,63,151,0,0,0,5170,13100,14825,36028,0,0,0,0,0,2573,0,30396,319,0,27,0,0,18,2695,0,39745,1091,738,8020,16835,0,0,0,8626,4435,246,89,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,77,0,1,0,0,0,0,76,0,80,32,2,10,3,0,0,0,0,0,0,0,0,0,33,177333,0,24535,0,0,152798,10036,10036,8990,1046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010
1008,Faeroe Islands,12970,12969,1,0,1,12970,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12689,0,0,0,0,0,0,0,0,0,0,0,12685,0,11158,1,0,0,330,3,0,0,0,813,0,380,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,260,0,0,260,0,0,20,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010
