,MajorArea,WORLD,More developed regions,Less developed regions,Least developed countries,Less developed regions excluding least developed countries,High-income countries,Middle-income countries,Upper-middle-income countries,Lower-middle-income countries,Low-income countries,Sub-Saharan Africa,AFRICA,Eastern Africa,Burundi,Comoros,Djibouti,Eritrea,Ethiopia,Kenya,Madagascar,Malawi,Mauritius,Mayotte,Mozambique,Reunion,Rwanda,Seychelles,Somalia,South Sudan,Uganda,Tanzania,Zambia,Zimbabwe,Middle Africa,Angola,Cameroon,Central African Republic,Chad,Congo,Democratic Republic of the Congo,Equatorial Guinea,Gabon,Sao Tome and Principe,Northern Africa,Algeria,Egypt,Libya,Morocco,Sudan,Tunisia,Western Sahara,Southern Africa,Botswana,Lesotho,Namibia,South Africa,Swaziland,Western Africa,Benin,Burkina Faso,Cabo Verde,Cote d'Ivoire,Gambia,Ghana,Guinea,Guinea-Bissau,Liberia,Mali,Mauritania,Niger,Nigeria,Saint Helena,Senegal,Sierra Leone,Togo,ASIA,Central Asia,Kazakhstan,Kyrgyzstan,Tajikistan,Turkmenistan,Uzbekistan,Eastern Asia,China,China Hong Kong SAR,China Macao SAR,North Korea,Japan,Mongolia,South Korea,Southern Asia,Afghanistan,Bangladesh,Bhutan,India,Iran,Maldives,Nepal,Pakistan,Sri Lanka,South-Eastern Asia,Brunei Darussalam,Cambodia,Indonesia,Lao People's Democratic Republic,Malaysia,Myanmar,Philippines,Singapore,Thailand,Timor-Leste,Viet Nam,Western Asia,Armenia,Azerbaijan,Bahrain,Cyprus,Georgia,Iraq,Israel,Jordan,Kuwait,Lebanon,Oman,Qatar,Saudi Arabia,State of Palestine,Syrian Arab Republic,Turkey,United Arab Emirates,Yemen,EUROPE,Eastern Europe,Belarus,Bulgaria,Czechia,Hungary,Poland,Republic of Moldova,Romania,Russian Federation,Slovakia,Ukraine,Northern Europe,Channel Islands,Denmark,Estonia,Faeroe Islands,Finland,Iceland,Ireland,Isle of Man,Latvia,Lithuania,Norway,Sweden,United Kingdom,Southern Europe,Albania,Andorra,Bosnia and Herzegovina,Croatia,Gibraltar,Greece,Holy See,Italy,Malta,Montenegro,Portugal,San Marino,Serbia,Slovenia,Spain,TFYR Macedonia,Western Europe,Austria,Belgium,France,Germany,Liechtenstein,Luxembourg,Monaco,Netherlands,Switzerland,LATIN AMERICA AND THE CARIBBEAN,Caribbean,Anguilla,Antigua and Barbuda,Aruba,Bahamas,Barbados,British Virgin Islands,Caribbean Netherlands,Cayman Islands,Cuba,Curacao,Dominica,Dominican Republic,Grenada,Guadeloupe,Haiti,Jamaica,Martinique,Montserrat,Puerto Rico,Saint Kitts and Nevis,Saint Lucia,Saint Vincent and the Grenadines,Sint Maarten,Trinidad and Tobago,Turks and Caicos Islands,United States Virgin Islands,Central America,Belize,Costa Rica,El Salvador,Guatemala,Honduras,Mexico,Nicaragua,Panama,South America,Argentina,Bolivia,Brazil,Chile,Colombia,Ecuador,Falkland Islands,French Guiana,Guyana,Paraguay,Peru,Suriname,Uruguay,Venezuela,NORTHERN AMERICA,Bermuda,Canada,Greenland,Saint Pierre and Miquelon,USA,OCEANIA,Australia/New Zealand,Australia,New Zealand,Melanesia,Fiji,New Caledonia,Papua New Guinea,Solomon Islands,Vanuatu,Micronesia,Guam,Kiribati,Marshall Islands,Micronesia.1,Nauru,Northern Mariana Islands,Palau,Polynesia,American Samoa,Cook Islands,French Polynesia,Niue,Samoa,Tokelau,Tonga,Tuvalu,Wallis and Futuna Islands,Year
969,Burkina Faso,1387884,25548,1362336,62747,1299589,25102,1300035,4669,1295366,62747,1362237,1362299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4115,0,0,0,0,0,0,0,4115,0,62,0,62,0,0,0,0,0,71,0,0,71,0,0,1358051,8483,0,0,1246597,0,48707,698,0,221,22174,0,19065,0,0,0,31,12075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24528,459,0,11,12,0,0,0,0,436,0,0,373,0,56,0,0,7,1,9,0,0,0,23,65,212,12854,0,0,0,0,0,84,0,11655,0,0,0,0,0,4,1111,0,10842,104,522,8081,1250,0,0,0,336,549,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,11,0,25,1,0,0,0,0,0,0,0,0,0,0,1010,0,1010,0,0,0,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010
970,Burundi,281111,25216,255895,245274,10621,25079,14001,6277,7724,242031,255830,255865,211844,0,0,0,1029,32,4256,0,5314,0,0,0,0,64931,0,0,0,21030,112009,3243,0,37785,0,0,0,0,0,37686,0,99,0,35,0,35,0,0,0,0,0,6201,0,0,389,5622,190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17111,147,0,15,4,0,0,0,0,128,0,0,8316,0,529,0,0,42,0,47,0,0,0,897,2510,4291,1252,0,0,0,0,0,141,0,1007,0,0,0,0,0,3,101,0,7396,83,1780,1725,566,0,0,0,2746,496,25,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,21,1,0,0,0,0,0,0,0,0,0,0,6225,0,6225,0,0,0,1880,1880,1880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010
971,Cabo Verde,152986,135105,17881,16150,1731,135054,10813,1263,9550,7119,16431,16431,6524,0,0,0,0,0,0,0,0,0,0,6524,0,0,0,0,0,0,0,0,0,9031,7493,0,0,0,0,0,0,0,1538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,876,0,0,0,281,0,0,37,521,0,0,0,0,0,0,0,1,36,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,0,0,0,0,0,0,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101168,63,0,7,11,0,0,0,0,45,0,0,1948,0,25,0,0,8,41,4,0,1,0,383,347,1139,63186,0,0,0,0,0,14,0,6159,0,0,52513,0,0,1,4499,0,35971,35,162,20608,0,0,1616,0,11738,1812,1322,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1319,24,110,1184,1,0,0,0,0,0,0,0,0,0,0,33927,0,175,0,0,33752,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010
972,Cambodia,952002,292419,659583,20850,638733,303869,648133,625317,22816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,661381,0,0,0,0,0,0,13538,0,0,0,0,2683,0,10855,18541,0,18541,0,0,0,0,0,0,0,629302,0,0,0,2309,13519,0,38,0,611508,0,1928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68756,246,0,13,20,74,27,0,0,112,0,0,2404,0,195,4,0,233,1,11,0,0,0,328,470,1162,1428,0,0,0,0,0,22,0,1322,0,0,0,0,0,2,82,0,64678,819,230,58559,2180,0,0,0,678,2212,167,115,0,0,0,0,0,0,0,0,0,0,0,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,49,20,0,27,2,0,0,0,0,0,0,0,0,0,0,182967,0,23755,0,0,159212,38731,38013,31750,6263,718,0,718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010
973,Cameroon,278383,177449,100934,36491,64443,177175,65351,33263,32088,35857,99947,100621,243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,243,0,68741,0,0,0,29790,8502,0,638,29811,0,674,0,119,0,0,0,555,0,2237,0,0,118,2119,0,28726,0,0,0,0,0,95,0,0,0,4084,391,411,22173,0,953,0,619,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138889,659,0,8,82,201,38,0,2,328,0,0,13122,0,558,2,0,548,4,339,0,2,0,549,1319,9801,17878,0,0,0,0,0,491,0,11455,0,0,65,0,0,7,5860,0,107230,559,7305,75139,16097,0,60,0,1895,6175,252,22,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,9,0,0,0,39,0,0,182,0,10,138,3,0,31,0,0,0,0,0,0,0,0,38300,0,8105,0,0,30195,260,260,260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010
974,Canada,1268970,1156414,112556,2555,110001,1202283,63332,48046,15286,2524,7299,10423,791,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,277,282,200,0,528,0,143,213,0,0,0,0,172,0,3124,0,596,2528,0,0,0,0,5405,314,0,188,4884,19,575,0,0,0,0,0,230,116,54,49,0,50,0,0,0,0,34,42,73121,53,0,0,53,0,0,46188,7498,14357,0,301,9995,125,13912,2065,0,0,35,1703,0,80,0,0,247,13179,0,47,1938,0,0,0,5480,3814,695,0,1205,11636,0,0,0,1606,0,0,7885,735,0,0,0,0,0,0,0,1410,0,0,221092,6985,148,232,544,2090,3061,0,0,547,363,0,93708,0,3549,114,14,1521,235,5211,198,148,36,2800,2961,76921,55779,920,0,0,998,0,13408,0,25536,1699,66,6417,0,627,410,5698,0,64620,2177,2773,23794,15934,0,236,0,9180,10526,38629,11603,54,408,0,1446,656,210,77,1332,63,83,158,1152,225,478,1156,1342,0,35,121,0,243,163,37,1716,448,0,14902,704,1387,235,345,249,10208,234,1540,12124,528,1185,1573,1125,919,1610,0,0,341,2337,1132,0,303,1071,871437,2272,0,11,187,868967,54268,53890,44540,9350,232,0,0,232,0,0,0,0,0,0,0,0,0,0,146,0,0,135,0,11,0,0,0,0,2010
975,Caribbean Netherlands,8576,4402,4174,0,4174,7396,1180,1162,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4402,0,0,86,0,0,0,0,4316,0,4174,3189,0,10,282,0,0,0,0,0,0,2148,0,0,0,0,0,0,0,0,0,0,0,195,158,0,0,396,0,0,0,0,0,0,0,0,0,985,0,18,0,0,0,0,0,0,0,0,0,0,0,967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010
976,Cayman Islands,1238,1140,98,0,98,1160,78,14,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,840,2,0,2,0,0,0,0,0,0,0,0,838,0,0,0,0,0,0,24,0,0,0,0,0,814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,25,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,72,0,8,0,0,64,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,240,0,240,0,0,0,60,60,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010
977,Central African Republic,238620,17206,221414,98725,122689,17134,138825,336,138489,82661,221141,221196,5166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5166,0,0,0,0,197525,0,97713,0,75211,24601,0,0,0,0,16119,0,55,0,0,16064,0,0,102,0,0,0,102,0,2284,0,0,0,0,0,0,0,0,0,1951,0,0,0,0,0,0,333,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16971,97,0,0,0,7,0,0,0,90,0,0,254,0,10,1,0,2,0,8,0,1,0,0,79,153,801,0,0,0,0,0,418,0,238,0,0,0,0,0,3,142,0,15819,25,107,15456,0,0,0,0,57,174,202,128,0,0,0,0,0,0,0,0,0,0,0,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,69,0,56,11,2,0,0,0,0,0,0,0,0,0,0,235,0,235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010
978,Chad,198851,9836,189015,90068,98947,16386,163676,3583,160093,18789,181173,182249,5327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5327,0,0,0,0,78552,26,56426,11488,0,7949,0,0,2663,0,72278,0,313,763,0,71202,0,0,0,0,0,0,0,0,26092,596,0,0,0,0,13,0,0,0,0,51,745,24054,0,0,0,633,6752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6752,0,0,401,0,0,0,0,59,1136,0,0,663,0,0,0,0,4493,0,9046,278,0,5,7,1,0,0,0,149,116,0,438,0,15,0,0,7,0,10,0,0,0,23,52,331,677,0,0,0,0,0,19,0,563,0,0,0,0,0,0,95,0,7653,11,168,6858,256,0,0,0,100,260,14,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,11,0,0,0,0,0,0,0,0,0,0,750,0,750,0,0,0,40,40,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010
979,Channel Islands,18133,18008,125,0,125,18023,110,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18008,0,0,0,0,0,0,0,0,0,0,0,18006,0,0,0,0,0,0,0,253,0,0,0,0,17753,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125,15,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,0,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010
980,Chile,565682,310845,254837,613,254224,316259,248629,243628,5001,613,605,631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,26,0,0,0,0,0,605,0,0,32,573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,0,0,0,0,0,0,92,0,0,0,0,3377,0,0,0,51,0,0,3283,0,0,0,0,0,0,0,0,43,0,0,159761,453,0,20,86,158,61,0,2,104,22,0,43690,0,1480,8,0,384,82,139,0,5,0,6336,28426,6830,77667,0,230,0,125,0,390,0,12425,0,0,172,0,0,29,64296,0,37951,1075,961,13314,12897,0,58,0,3050,6596,250737,2481,0,0,0,32,0,0,0,0,184,0,0,600,0,0,613,0,0,0,1052,0,0,0,0,0,0,0,9344,0,1713,220,262,221,5267,117,1544,238912,184687,4063,15298,0,1889,7797,181,0,0,2161,6644,0,1247,14945,120890,0,25195,0,0,95695,30194,30194,28270,1924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010
981,China,8648885,4635798,4013087,235271,3777816,7967157,629318,265676,363642,51212,36696,40145,6370,0,0,0,133,0,0,1784,0,2564,0,0,0,0,456,0,0,426,0,1007,0,899,0,0,0,0,695,0,0,204,0,4664,0,722,2727,0,1215,0,0,26503,3184,118,3106,20095,0,1709,0,0,22,0,0,189,81,0,0,542,158,0,0,0,0,258,459,4551662,2392,2033,308,51,0,0,3733471,0,2260045,261728,25969,687156,8545,490028,192052,0,160252,858,7372,0,0,20920,338,2312,595897,2012,1682,65307,8249,9923,35082,35398,365797,68811,1196,2440,27850,0,0,0,1708,70,0,582,20878,0,2885,0,0,0,0,0,1727,0,0,957429,82978,0,824,4801,11091,1221,0,2527,55119,856,6539,224942,0,10878,201,18,7362,492,12416,0,230,60,8852,21869,162564,371501,0,0,0,443,0,3610,0,200400,333,0,9227,0,1804,766,154918,0,278008,15145,8627,101734,82817,66,1053,0,52904,15662,99448,6801,0,126,1071,159,41,0,15,0,308,450,33,1406,0,0,640,0,151,0,1351,0,47,0,167,836,0,0,26486,1661,287,248,571,425,7272,129,15893,66161,12476,968,19229,5743,1901,2013,0,1032,980,800,3780,4526,0,12713,2535294,346,611990,8,0,1922950,464907,455919,371590,84329,1310,898,114,87,211,0,6226,2133,0,296,0,377,2894,526,1452,600,0,648,0,62,0,142,0,0,2010
982,China Hong Kong SAR,959608,640763,318845,129,318716,718420,241024,240528,496,149,1405,1405,20,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1385,0,0,0,1385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,313058,0,0,0,0,0,0,255528,234829,0,20550,149,0,0,0,0,0,0,0,0,0,0,0,0,0,57387,504,129,0,0,0,0,252,56502,0,0,0,143,0,0,0,0,0,0,0,87,0,0,0,0,0,0,0,56,0,0,111641,58,0,0,0,0,0,0,0,58,0,0,110750,0,515,1,0,0,0,1847,0,0,0,988,591,106808,116,0,0,0,0,0,0,0,0,0,0,116,0,0,0,0,0,717,240,0,477,0,0,0,0,0,0,4364,142,0,0,0,24,0,0,15,0,0,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3543,61,3235,8,0,0,0,0,239,679,4,2,0,32,33,67,0,0,0,0,0,0,0,541,436221,0,205425,0,0,230796,92919,92901,85500,7401,0,0,0,0,0,0,18,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,2010
983,China Macao SAR,130803,21056,109747,0,109747,109601,21202,21202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109740,0,0,0,0,0,0,91031,21201,69830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18709,0,0,0,0,0,0,0,18709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1877,0,0,0,0,0,0,0,0,0,0,0,87,0,0,0,0,0,0,0,0,0,0,87,0,0,1760,0,0,0,0,0,0,0,0,0,0,1760,0,0,0,0,0,30,14,0,16,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,6,0,0,0,6,0,0,0,0,0,0,0,0,0,0,16609,0,5565,0,0,11044,2570,2570,2570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010
984,Colombia,2518915,1262617,1256298,1523,1254775,1300086,1216789,1211417,5372,1523,509,564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,55,0,0,0,0,0,509,0,0,0,509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123,0,0,0,0,0,0,123,0,0,0,0,2915,0,0,0,134,0,0,2678,57,0,0,0,0,0,0,0,46,0,0,530387,749,0,22,153,199,128,0,0,203,44,0,43841,0,3003,13,36,894,156,0,0,10,0,4823,10257,24649,416754,0,0,0,45,0,424,0,39525,0,0,568,0,0,31,376161,0,69043,1342,1438,25174,17892,30,24,0,12975,10168,1252696,24667,0,0,9279,178,0,0,517,385,166,4414,0,3416,0,0,1523,0,0,0,4589,0,0,0,200,0,0,0,83841,0,20945,553,1005,618,13259,415,47046,1144188,1722,2546,6792,15882,0,192805,0,0,0,0,5492,0,0,918949,719020,0,60555,0,0,658465,13210,13210,12420,790,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010
985,Comoros,108558,34431,74127,10632,63495,34345,4918,4064,854,10632,69462,74126,69295,0,0,0,189,0,0,9876,0,0,56520,0,2143,0,0,0,0,0,567,0,0,0,0,0,0,0,0,0,0,0,0,4664,0,854,3810,0,0,0,0,167,0,0,0,167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34256,88,0,0,1,0,0,0,0,87,0,0,159,0,18,0,0,3,0,0,0,0,0,0,0,138,116,0,0,0,0,0,78,0,37,0,0,0,0,0,1,0,0,33893,0,0,33867,0,0,0,0,0,26,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,175,0,175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010
986,Congo,195519,95984,99535,66988,32547,95414,42460,28666,13794,57645,97017,98871,34248,0,0,0,0,0,0,0,1413,0,0,0,0,0,0,0,0,0,24354,8481,0,15069,862,2365,0,687,0,1551,0,9604,0,1854,0,70,357,1427,0,0,0,18060,0,0,1117,16881,62,29640,1629,0,0,0,0,0,0,0,0,27782,0,0,0,0,0,0,229,521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,521,0,0,0,0,0,0,521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93259,837,0,9,50,81,110,0,0,569,18,0,14038,0,670,4,0,97,0,2466,0,1,0,1694,595,8511,7646,0,0,0,0,0,1503,0,3384,0,0,419,0,0,7,2333,0,70738,391,663,64227,3401,0,0,0,1008,1048,143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,8,0,0,0,0,0,0,135,42,6,79,8,0,0,0,0,0,0,0,0,0,0,1655,0,1655,0,0,0,1070,1070,1070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010
987,Cook Islands,20567,20512,55,0,55,20513,54,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,9,8,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20554,20508,6640,13868,32,32,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,14,0,0,0,0,2010
988,Costa Rica,136721,109502,27219,504,26715,110475,25742,13127,12615,504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,38,0,0,0,0,58,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,53,0,0,10235,133,0,5,28,32,37,0,0,31,0,0,1503,0,144,2,0,54,5,11,0,1,0,247,346,693,4698,0,0,0,0,0,40,0,1508,0,0,0,0,0,1,3149,0,3901,153,102,696,1529,0,0,0,625,796,27123,1617,0,0,0,50,0,0,0,120,0,0,0,291,0,0,504,101,0,0,551,0,0,0,0,0,0,0,21542,0,0,840,1010,613,2482,9989,6608,3964,123,125,383,283,986,645,0,0,0,0,312,0,0,1107,98877,0,8190,0,0,90687,390,390,390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010
